production_log_id,pds,machine_id,product_id,leader_id,manager_id,operator_id,supervisor_id,start_time,end_time,product_weight,material_weight,cut_pallet_count,waste_endroll_weight,waste_trim_weight,waste_production_weight,waste_core_weight,returned_material_weight,log_note
376,25020324,3,77,1,1,1,1,2/24/2025 8:49,2/24/2025 11:09,48,458,520,2,0,4,0,338,
20,25020077,3,6,1,1,1,1,2/12/2025 17:32,2/12/2025 19:46,49,616,600,3,1,5,0,531,
1165,25030339,3,207,1,1,1,1,3/17/2025 15:20,3/17/2025 17:27,49,169,1030,3,2,7,0,125,
1166,25030339,3,208,1,1,1,1,3/17/2025 15:31,3/17/2025 17:14,49,49,1030,0,0,0,3,0,
1217,25030277,3,219,1,1,1,1,3/18/2025 9:46,3/18/2025 12:00,49,99,1100,3,0,6,0,47,
1664,25030684,3,314,1,1,1,1,3/26/2025 19:37,3/26/2025 21:21,49,49,4000,3,0,4,3,0,
1830,25030888,3,344,1,1,1,1,3/29/2025 19:56,3/29/2025 22:17,49,1221,617,8,2,21,0,1172,
1449,25030607,5,274,1,1,1,1,3/21/2025 17:31,3/21/2025 18:52,49,"1,115",550,0,0,0,0,1066,
875,25030173,3,159,1,1,1,1,3/10/2025 9:41,3/10/2025 11:32,50,50,920,3,4,6,3,0,
1061,25030226,3,183,1,1,1,1,3/14/2025 17:20,3/14/2025 18:32,50,50,950,0,0,2,6,0,
1382,25030525,3,257,1,1,1,1,3/20/2025 21:26,3/21/2025 0:07,50,"1,214",1050,3,0,10,10,1154,
1562,25030762,3,291,1,1,1,1,3/25/2025 10:56,3/25/2025 12:24,50,154,770,4,1,5,0,104,
507,25020603,6,92,1,1,1,1,2/28/2025 13:31,2/28/2025 16:16,50,850,"4,100",6,1,18,3,757,
377,25020324,3,77,1,1,1,1,2/24/2025 8:49,2/24/2025 11:36,51,427,520,2,0,4,0,299,
792,25030108,3,141,1,1,1,1,3/6/2025 16:07,3/6/2025 18:48,51,1121,1100,0,0,0,3,1065,
687,25030013,3,126,1,1,1,1,3/5/2025 11:46,3/5/2025 13:48,52,540,610,4,1,8,0,486,
1164,25030339,3,207,1,1,1,1,3/17/2025 15:20,3/17/2025 17:08,52,94,1030,3,2,7,0,49,
1800,25030773,5,336,1,1,1,1,3/29/2025 13:49,3/29/2025 16:10,52,304,520,21,2,20,0,252,
371,25020421,3,74,1,1,1,1,2/24/2025 7:29,2/24/2025 10:01,53,912,"1,300",3,0,11,0,853,
732,25030022,3,9,1,1,1,1,3/6/2025 12:25,3/6/2025 14:58,53,195,1230,0,0,4,0,83,
1178,25030298,3,211,1,1,1,1,3/17/2025 19:05,3/17/2025 20:53,53,870,1000,5,0,8,0,816,
1186,25030298,3,211,1,1,1,1,3/17/2025 19:41,3/17/2025 20:50,53,870,1000,5,0,8,0,816,
1062,25030226,3,183,1,1,1,1,3/14/2025 17:20,3/14/2025 18:54,54,737,950,0,0,2,6,677,
1179,25030298,3,211,1,1,1,1,3/17/2025 19:05,3/17/2025 20:17,54,688,1000,5,0,8,0,632,
1187,25030298,3,211,1,1,1,1,3/17/2025 19:41,3/17/2025 22:26,54,688,1000,5,0,8,0,632,
1635,25030790,3,7,1,1,1,1,3/26/2025 13:28,3/26/2025 15:08,54,1018,770,0,0,0,0,905,
504,25020492,6,82,1,1,1,1,2/28/2025 9:18,2/28/2025 11:47,54,866,"4,800",7,2,20,6,824,
791,25030108,3,141,1,1,1,1,3/6/2025 16:07,3/6/2025 18:29,55,64,1100,0,0,0,3,0,
1383,25030525,3,257,1,1,1,1,3/20/2025 21:26,3/20/2025 22:47,55,43,1050,3,0,10,10,0,
1513,25030663,2,35,1,1,1,1,3/22/2025 18:43,3/22/2025 20:35,56,858,900,4,1,10,0,817,
724,25030024,3,132,1,1,1,1,3/6/2025 12:05,3/6/2025 14:29,56,597,757,3,1,1,0,519,
730,25030022,3,8,1,1,1,1,3/6/2025 12:22,3/6/2025 15:05,56,195,1230,4,1,5,0,139,
731,25030022,3,9,1,1,1,1,3/6/2025 12:25,3/6/2025 13:27,56,455,1230,0,0,4,0,332,
1419,25030442,3,268,1,1,1,1,3/21/2025 13:07,3/21/2025 14:19,56,266,900,2,0,4,3,183,
1634,25030790,3,7,1,1,1,1,3/26/2025 13:28,3/26/2025 16:12,56,118,770,0,0,0,0,0,
1444,25030605,5,274,1,1,1,1,3/21/2025 17:26,3/21/2025 20:06,56,1114,450,5,2,7,0,"1,065",
370,25020421,3,74,1,1,1,1,2/24/2025 7:29,2/24/2025 10:07,57,830,"1,300",3,0,11,0,772,
694,25030018,3,129,1,1,1,1,3/5/2025 13:49,3/5/2025 16:04,57,1018,2100,4,1,5,3,959,
855,25030148,3,153,1,1,1,1,3/8/2025 21:31,3/8/2025 22:53,57,519,1186,3,0,5,0,455,
574,25020567,5,96,1,1,1,1,3/3/2025 9:01,3/3/2025 10:44,57,1784,"20,200",34,4,49,11,1578,
892,25020831,5,94,1,1,1,1,3/10/2025 13:48,3/10/2025 16:14,57,"1,099",400,0,0,0,0,1048,
1216,25030277,3,219,1,1,1,1,3/18/2025 9:46,3/18/2025 11:40,58,484,1100,3,0,6,0,426,
1831,25030889,3,344,1,1,1,1,3/29/2025 20:02,3/29/2025 21:30,58,650,617,0,0,21,0,555,
1448,25030607,5,274,1,1,1,1,3/21/2025 17:31,3/21/2025 18:48,58,902,550,0,0,0,0,842,
1643,25030390,2,179,1,1,1,1,3/26/2025 13:41,3/26/2025 16:25,59,1282,46200,15,2,25,40,1223,
220,25020241,3,49,1,1,1,1,2/18/2025 15:55,2/18/2025 18:18,59,59,"2,600",3,1,10,0,0,
372,25020531,3,75,1,1,1,1,2/24/2025 8:04,2/24/2025 10:20,59,131,780,4,0,7,0,84,
728,25030024,3,132,1,1,1,1,3/6/2025 12:13,3/6/2025 14:54,59,597,757,4,1,9,0,519,
729,25030022,3,8,1,1,1,1,3/6/2025 12:22,3/6/2025 13:34,59,455,1230,4,1,5,0,399,
956,25020831,5,94,1,1,1,1,3/11/2025 21:56,3/12/2025 0:25,59,1652,31000,43,5,51,30,1497,
474,25020611,3,89,1,1,1,1,2/27/2025 10:05,2/27/2025 11:53,60,120,"1,070",4,0,7,3,0,
1215,25030304,3,218,1,1,1,1,3/18/2025 9:17,3/18/2025 11:22,60,161,1440,3,1,4,1,99,
1563,25030763,3,291,1,1,1,1,3/25/2025 11:46,3/25/2025 14:05,60,73,770,0,0,0,2,0,
1718,25030803,3,329,1,1,1,1,3/27/2025 17:21,3/27/2025 18:41,60,224,800,4,2,10,0,117,
1453,25030605,5,277,1,1,1,1,3/21/2025 17:38,3/21/2025 20:25,61,496,450,5,2,7,0,435,
596,25020752,3,102,1,1,1,1,3/3/2025 16:26,3/3/2025 19:06,62,62,"3,980",2,1,5,4,0,
91,25020214,5,20,1,1,1,1,2/14/2025 16:26,2/14/2025 18:15,62,407,650,0,0,0,0,0,
1370,25030482,6,253,1,1,1,1,3/20/2025 17:14,3/20/2025 19:26,62,"1,052",1500,0,0,0,3,938,
8,25010689,2,2,1,1,1,1,2/11/2025 17:45,2/11/2025 21:13,63,1384,"5,700",12,3,21,0,1322,
473,25020611,3,89,1,1,1,1,2/27/2025 10:05,2/27/2025 12:16,63,1109,"1,070",4,0,7,3,984,
1556,25030752,3,288,1,1,1,1,3/25/2025 9:34,3/25/2025 11:08,63,1298,817,5,2,10,0,1233,
1512,25030663,2,35,1,1,1,1,3/22/2025 18:43,3/22/2025 19:56,64,1273,900,4,1,10,0,1209,
1633,25030790,3,6,1,1,1,1,3/26/2025 12:58,3/26/2025 14:32,64,1082,770,6,2,15,0,1018,
1829,25030888,3,344,1,1,1,1,3/29/2025 19:56,3/29/2025 22:40,64,715,617,8,2,21,0,650,
9,25010689,2,2,1,1,1,1,2/11/2025 17:45,2/11/2025 21:13,65,65,"5,700",12,3,21,0,0,
374,25020332,3,76,1,1,1,1,2/24/2025 8:46,2/24/2025 11:38,65,458,720,2,0,4,0,338,
842,25030031,3,147,1,1,1,1,3/8/2025 17:08,3/8/2025 18:12,65,260,7630,4,2,18,4,178,
1296,25030406,3,231,1,1,1,1,3/19/2025 19:16,3/19/2025 21:05,65,699,1270,0,0,0,0,626,
1561,25030762,3,291,1,1,1,1,3/25/2025 10:56,3/25/2025 13:06,65,138,770,4,1,5,0,73,
1799,25030773,5,336,1,1,1,1,3/29/2025 13:49,3/29/2025 15:24,65,176,520,21,2,20,0,111,
1828,25030854,3,343,1,1,1,1,3/29/2025 19:52,3/29/2025 21:07,66,747,1570,4,1,5,0,681,
1863,25030858,5,350,1,1,1,1,3/31/2025 9:44,3/31/2025 11:53,66,494,1100,6,2,6,0,413,
1508,25030727,6,40,1,1,1,1,3/22/2025 17:53,3/22/2025 20:19,66,275,1000,8,2,8,0,148,
1108,25030337,2,13,1,1,1,1,3/15/2025 13:46,3/15/2025 16:22,67,1330,27100,13,2,40,30,1239,
1457,25030607,5,279,1,1,1,1,3/21/2025 17:42,3/21/2025 19:31,67,234,550,0,0,0,0,160,
1862,25030858,5,350,1,1,1,1,3/31/2025 9:44,3/31/2025 11:37,67,240,1100,6,2,6,0,161,
181,25020264,3,42,1,1,1,1,2/17/2025 20:13,2/17/2025 21:28,68,476,"1,500",1,0,2,0,399,
1214,25030304,3,218,1,1,1,1,3/18/2025 9:17,3/18/2025 10:56,68,77,1440,3,1,4,1,0,
1295,25030406,3,231,1,1,1,1,3/19/2025 19:16,3/19/2025 21:29,68,668,1270,0,0,0,0,594,
179,25020266,3,41,1,1,1,1,2/17/2025 20:06,2/17/2025 22:28,69,545,"1,500",1,0,3,0,476,
375,25020332,3,76,1,1,1,1,2/24/2025 8:46,2/24/2025 11:33,69,427,720,2,0,4,0,299,
476,25020612,3,90,1,1,1,1,2/27/2025 10:46,2/27/2025 12:48,69,543,"1,400",4,1,7,0,475,
1173,25030249,3,49,1,1,1,1,3/17/2025 17:00,3/17/2025 18:12,69,825,990,3,2,8,0,752,
1624,25030742,3,307,1,1,1,1,3/26/2025 11:42,3/26/2025 13:03,69,776,15200,4,2,24,10,642,
1632,25030790,3,6,1,1,1,1,3/26/2025 12:58,3/26/2025 14:02,69,187,770,6,2,15,0,118,
1717,25030803,3,329,1,1,1,1,3/27/2025 17:21,3/27/2025 18:44,69,921,800,4,2,10,0,861,
1229,25030272,3,91,1,1,1,1,3/18/2025 12:41,3/18/2025 14:27,70,779,3100,2,1,7,3,689,
1418,25030442,3,268,1,1,1,1,3/21/2025 13:07,3/21/2025 14:50,70,54,900,2,0,4,3,0,
1827,25030854,3,343,1,1,1,1,3/29/2025 19:52,3/29/2025 22:28,70,893,1570,4,1,5,0,809,
1657,25030757,3,312,1,1,1,1,3/26/2025 16:43,3/26/2025 19:14,71,341,1371,1,1,9,0,267,
101,25020219,5,25,1,1,1,1,2/14/2025 17:57,2/14/2025 20:18,71,407,750,0,0,0,0,0,
723,25030024,3,132,1,1,1,1,3/6/2025 12:05,3/6/2025 14:17,72,451,757,3,1,1,0,350,
1294,25030406,3,230,1,1,1,1,3/19/2025 19:02,3/19/2025 21:38,72,771,1270,5,2,10,0,699,
46,25020169,3,12,1,1,1,1,2/13/2025 13:55,2/13/2025 15:32,73,734,"1,000",4,0,7,0,623,
475,25020612,3,90,1,1,1,1,2/27/2025 10:46,2/27/2025 13:07,73,777,"1,400",4,1,7,0,705,
834,25030072,3,146,1,1,1,1,3/8/2025 14:48,3/8/2025 16:56,73,1341,529,3,1,9,0,1298,
1322,25030320,5,121,1,1,1,1,3/15/2025 8:58,3/15/2025 11:16,73,548,2900,9,2,11,0,467,
1362,25030479,6,249,1,1,1,1,3/20/2025 17:01,3/20/2025 18:30,73,419,600,11,1,15,0,354,
854,25030148,3,153,1,1,1,1,3/8/2025 21:31,3/9/2025 0:02,74,350,1186,3,0,5,0,267,
90,25020214,5,20,1,1,1,1,2/14/2025 16:26,2/14/2025 18:21,74,982,650,0,0,0,0,0,
1452,25030605,5,277,1,1,1,1,3/21/2025 17:38,3/21/2025 18:58,74,1385,450,5,2,7,0,1314,
1219,25030278,3,220,1,1,1,1,3/18/2025 10:21,3/18/2025 12:49,75,475,1100,3,1,4,0,395,
1466,25030699,3,282,1,1,1,1,3/21/2025 20:42,3/21/2025 23:14,75,1086,2500,0,0,0,3,998,
1656,25030757,3,312,1,1,1,1,3/26/2025 16:43,3/26/2025 19:27,75,450,1371,1,1,9,0,371,
180,25020264,3,42,1,1,1,1,2/17/2025 20:13,2/17/2025 22:21,76,869,"1,500",1,0,2,0,788,
1172,25030249,3,49,1,1,1,1,3/17/2025 17:00,3/17/2025 18:23,76,518,990,3,2,8,0,438,
178,25020266,3,41,1,1,1,1,2/17/2025 20:06,2/17/2025 22:50,77,946,"1,500",1,0,3,0,869,
727,25030024,3,132,1,1,1,1,3/6/2025 12:13,3/6/2025 13:35,77,451,757,4,1,9,0,350,
1293,25030406,3,230,1,1,1,1,3/19/2025 19:02,3/19/2025 20:10,77,745,1270,5,2,10,0,668,
1456,25030607,5,279,1,1,1,1,3/21/2025 17:42,3/21/2025 18:55,80,"1,080",550,0,0,0,0,994,
47,25020169,3,12,1,1,1,1,2/13/2025 13:55,2/13/2025 15:42,81,96,"1,000",4,0,7,0,0,
656,25020775,3,116,1,1,1,1,3/4/2025 17:53,3/4/2025 19:18,81,296,810,3,1,7,0,210,
1555,25030752,3,288,1,1,1,1,3/25/2025 9:34,3/25/2025 10:59,81,775,817,5,2,10,0,684,
1507,25030727,6,40,1,1,1,1,3/22/2025 17:53,3/22/2025 20:17,81,265,1000,8,2,8,0,116,
1218,25030278,3,220,1,1,1,1,3/18/2025 10:21,3/18/2025 12:52,82,584,1100,3,1,4,0,496,
1221,25030277,3,221,1,1,1,1,3/18/2025 10:53,3/18/2025 13:36,82,470,1100,3,1,6,0,381,
1696,25030775,3,320,1,1,1,1,3/27/2025 9:03,3/27/2025 11:19,82,633,910,2,0,3,3,553,
1652,25030791,3,310,1,1,1,1,3/26/2025 14:36,3/26/2025 16:09,84,84,900,0,0,0,6,0,
1309,25030427,3,234,1,1,1,1,3/19/2025 20:32,3/19/2025 22:49,86,254,1000,0,0,0,0,162,
1546,25030743,3,9,1,1,1,1,3/25/2025 7:51,3/25/2025 10:09,86,523,2030,0,0,0,3,394,
100,25020219,5,25,1,1,1,1,2/14/2025 17:57,2/14/2025 19:43,86,982,750,0,0,0,0,0,
2,25020074,2,1,1,1,1,1,2/11/2025 14:19,2/11/2025 16:35,87,166,"5,000",5,5,5,0,20,
1715,25030770,3,328,1,1,1,1,3/27/2025 16:39,3/27/2025 17:41,87,87,910,2,2,8,3,0,
1245,25030317,5,226,1,1,1,1,3/18/2025 16:23,3/18/2025 17:32,88,336,750,5,1,26,4,261,
1510,25030418,2,35,1,1,1,1,3/22/2025 18:38,3/22/2025 21:21,89,1359,6050,0,0,0,5,1273,
655,25020775,3,116,1,1,1,1,3/4/2025 17:53,3/4/2025 19:08,89,258,810,3,1,7,0,162,
1651,25030791,3,310,1,1,1,1,3/26/2025 14:36,3/26/2025 15:53,89,685,900,0,0,0,6,596,
1093,25030282,3,192,1,1,1,1,3/15/2025 8:48,3/15/2025 10:53,90,846,5070,5,2,9,3,747,
1545,25030743,3,9,1,1,1,1,3/25/2025 7:51,3/25/2025 10:40,90,146,2030,0,0,0,3,0,
1361,25030479,6,249,1,1,1,1,3/20/2025 17:01,3/20/2025 18:33,90,183,600,11,1,15,0,106,
1363,25030480,6,251,1,1,1,1,3/20/2025 17:06,3/20/2025 19:44,90,106,1500,0,0,0,3,0,
641,25020809,3,112,1,1,1,1,3/4/2025 15:21,3/4/2025 18:05,91,91,"1,750",3,1,10,4,0,
833,25030072,3,146,1,1,1,1,3/8/2025 14:48,3/8/2025 16:58,91,334,529,3,1,9,0,284,
478,25020667,3,91,1,1,1,1,2/27/2025 12:09,2/27/2025 13:16,92,535,"1,100",3,0,6,0,440,
1544,25030743,3,8,1,1,1,1,3/25/2025 7:20,3/25/2025 9:48,92,615,2030,5,2,10,0,523,
196,25020182,2,13,1,1,1,1,2/17/2025 21:49,2/17/2025 23:12,93,1595,"43,400",17,3,49,0,1371,
187,25020292,3,45,1,1,1,1,2/17/2025 21:42,2/17/2025 23:32,93,134,"1,100",4,0,8,0,0,
1349,25030479,5,249,1,1,1,1,3/20/2025 14:57,3/20/2025 16:42,93,520,900,0,0,0,0,419,
1065,25030227,3,184,1,1,1,1,3/14/2025 17:50,3/14/2025 19:58,94,670,950,0,0,3,3,0,
1369,25030482,6,253,1,1,1,1,3/20/2025 17:14,3/20/2025 18:54,94,92,1500,0,0,0,3,0,
1275,25030378,5,95,1,1,1,1,3/19/2025 9:53,3/19/2025 11:39,95,401,14150,3,2,4,9,279,
1220,25030277,3,221,1,1,1,1,3/18/2025 10:53,3/18/2025 12:34,96,366,1100,3,1,6,0,260,
1347,25030478,5,248,1,1,1,1,3/20/2025 14:45,3/20/2025 16:22,96,623,930,0,0,0,0,520,
1367,25030481,6,252,1,1,1,1,3/20/2025 17:09,3/20/2025 19:48,96,193,930,0,0,0,0,92,
1460,25030609,2,94,1,1,1,1,3/21/2025 17:48,3/21/2025 20:30,97,130,6300,2,1,7,6,0,
1465,25030699,3,282,1,1,1,1,3/21/2025 20:42,3/21/2025 21:59,97,97,2500,0,0,0,3,0,
1560,25030763,3,290,1,1,1,1,3/25/2025 10:35,3/25/2025 12:05,97,950,1600,0,0,0,0,8058,
217,25020330,3,48,1,1,1,1,2/18/2025 14:47,2/18/2025 16:11,98,195,"2,080",4,0,7,0,86,
1169,25030268,3,209,1,1,1,1,3/17/2025 16:23,3/17/2025 18:49,98,98,3070,4,1,12,3,0,
1543,25030743,3,8,1,1,1,1,3/25/2025 7:20,3/25/2025 9:22,98,244,2030,5,2,10,0,146,
1364,25030480,6,251,1,1,1,1,3/20/2025 17:06,3/20/2025 18:38,98,930,1500,0,0,0,3,845,
282,25020434,2,67,1,1,1,1,2/19/2025 20:22,2/19/2025 22:12,100,100,"14,050",11,2,28,0,0,
346,25020263,3,55,1,1,1,1,2/22/2025 7:36,2/22/2025 9:07,100,100,"2,080",4,0,8,0,0,
1308,25030427,3,234,1,1,1,1,3/19/2025 20:32,3/19/2025 21:49,100,262,1000,0,0,0,0,164,
435,25020387,6,82,1,1,1,1,2/25/2025 21:00,2/25/2025 23:48,100,633,"1,000",5,1,6,0,503,
266,25020422,3,63,1,1,1,1,2/19/2025 15:51,2/19/2025 17:08,101,939,"1,500",2,0,5,0,833,
610,25020789,3,108,1,1,1,1,3/3/2025 19:33,3/3/2025 21:38,101,629,"1,320",0,0,0,0,528,
1702,25030779,3,322,1,1,1,1,3/27/2025 10:00,3/27/2025 11:04,101,101,910,0,0,0,0,0,
1533,25030498,2,1,1,1,1,1,3/24/2025 14:40,3/24/2025 15:50,102,1586,1100,2,1,2,0,1479,
183,25020261,3,43,1,1,1,1,2/17/2025 20:37,2/17/2025 22:16,102,134,"1,950",4,0,5,0,220,
186,25020292,3,45,1,1,1,1,2/17/2025 21:42,2/17/2025 23:43,103,272,"1,100",4,0,8,0,124,
612,25020788,3,109,1,1,1,1,3/3/2025 20:08,3/3/2025 21:25,103,527,"1,340",0,0,0,0,419,
693,25030018,3,129,1,1,1,1,3/5/2025 13:49,3/5/2025 16:04,103,103,2100,4,1,5,3,0,
218,25020330,3,48,1,1,1,1,2/18/2025 14:47,2/18/2025 16:33,104,796,"2,080",4,0,7,0,681,
826,25030072,3,145,1,1,1,1,3/8/2025 13:39,3/8/2025 16:26,104,104,2170,4,4,20,4,0,
1670,25030708,3,316,1,1,1,1,3/26/2025 20:49,3/26/2025 23:41,104,134,1340,0,0,0,3,0,
1709,25030719,3,325,1,1,1,1,3/27/2025 15:05,3/27/2025 17:17,104,404,870,2,1,3,0,300,
1411,25030579,3,264,1,1,1,1,3/21/2025 9:39,3/21/2025 11:13,105,529,900,0,0,2,0,418,
1413,25030580,3,265,1,1,1,1,3/21/2025 10:15,3/21/2025 12:35,105,418,900,0,0,2,0,307,
1351,25030441,3,250,1,1,1,1,3/20/2025 15:19,3/20/2025 16:36,106,202,900,0,0,0,0,101,
1415,25030581,3,266,1,1,1,1,3/21/2025 10:31,3/21/2025 11:39,106,307,900,0,0,3,0,196,
1471,25030068,3,284,1,1,1,1,3/21/2025 21:17,3/21/2025 22:44,106,1428,2000,7,3,25,0,1317,
1700,25030777,3,321,1,1,1,1,3/27/2025 9:24,3/27/2025 12:18,106,207,910,0,0,0,0,101,
1713,25030769,3,327,1,1,1,1,3/27/2025 15:36,3/27/2025 16:57,106,193,910,0,0,0,0,87,
1149,25030354,5,205,1,1,1,1,3/17/2025 13:51,3/17/2025 15:37,106,106,5100,9,2,11,3,0,
1208,25030171,5,216,1,1,1,1,3/18/2025 6:38,3/18/2025 9:04,106,829,550,0,0,0,0,794,
1451,25030608,5,276,1,1,1,1,3/21/2025 17:32,3/21/2025 19:08,106,1066,1200,0,0,0,0,954,
477,25020667,3,91,1,1,1,1,2/27/2025 12:09,2/27/2025 14:18,107,338,"1,100",3,0,6,0,225,
672,25020698,3,120,1,1,1,1,3/5/2025 9:25,3/5/2025 11:55,107,351,2570,4,1,8,0,232,
1668,25030707,3,315,1,1,1,1,3/26/2025 19:46,3/26/2025 21:01,107,241,1340,4,1,5,0,134,
1711,25030720,3,326,1,1,1,1,3/27/2025 15:08,3/27/2025 17:33,107,300,910,0,0,2,0,193,
1279,25030424,5,79,1,1,1,1,3/19/2025 10:35,3/19/2025 11:36,107,107,1100,11,2,9,3,0,
453,25020405,2,13,1,1,1,1,2/26/2025 13:52,2/26/2025 15:23,108,1370,"5,900",0,0,0,10,1197,
608,25020790,3,107,1,1,1,1,3/3/2025 19:27,3/3/2025 21:50,108,737,"1,320",3,2,10,0,629,
997,25030139,3,69,1,1,1,1,3/13/2025 7:02,3/13/2025 8:34,108,534,2250,1,0,3,0,417,
1404,25030615,3,261,1,1,1,1,3/21/2025 9:07,3/21/2025 11:59,108,332,1000,3,1,5,4,244,
1409,25030578,3,263,1,1,1,1,3/21/2025 9:33,3/21/2025 12:20,108,641,900,3,1,4,0,529,
1707,25030783,3,324,1,1,1,1,3/27/2025 12:01,3/27/2025 14:47,108,552,910,0,0,0,3,404,
1812,25030892,3,341,1,1,1,1,3/29/2025 16:45,3/29/2025 19:33,108,644,1700,2,1,6,6,536,
1234,25030313,5,222,1,1,1,1,3/18/2025 14:59,3/18/2025 17:49,108,1112,1100,1,1,2,0,1006,
570,25020633,2,2,1,1,1,1,3/2/2025 0:45,3/2/2025 2:15,109,1604,"35,550",33,7,45,35,1495,
1337,25030439,3,243,1,1,1,1,3/20/2025 14:01,3/20/2025 16:55,109,416,900,3,0,5,0,304,
1420,25030442,3,268,1,1,1,1,3/21/2025 13:07,3/21/2025 14:08,109,545,900,2,0,4,3,431,
1278,25030424,5,79,1,1,1,1,3/19/2025 10:35,3/19/2025 12:36,109,756,1100,11,2,9,3,594,
182,25020261,3,43,1,1,1,1,2/17/2025 20:37,2/17/2025 21:51,110,349,"1,950",4,0,5,0,0,
269,25020410,3,65,1,1,1,1,2/19/2025 16:04,2/19/2025 18:16,110,110,"1,850",2,0,3,0,0,
945,25030196,3,169,1,1,1,1,3/11/2025 20:11,3/11/2025 22:11,110,437,950,0,0,0,0,321,
1417,25030444,3,267,1,1,1,1,3/21/2025 12:12,3/21/2025 14:05,110,660,900,3,0,4,3,545,
675,25020744,5,122,1,1,1,1,3/5/2025 9:56,3/5/2025 11:24,110,110,5100,11,3,21,3,0,
1339,25030475,5,244,1,1,1,1,3/20/2025 14:22,3/20/2025 15:57,110,1058,930,20,3,9,0,954,
106,25020142,3,11,1,1,1,1,2/14/2025 18:57,2/14/2025 20:31,111,1294,"7,700",5,1,10,0,1162,
681,25020679,3,123,1,1,1,1,3/5/2025 10:30,3/5/2025 12:55,111,111,4070,3,1,9,3,0,
943,25030195,3,168,1,1,1,1,3/11/2025 19:49,3/11/2025 22:25,111,554,950,0,0,2,0,437,
947,25030197,3,170,1,1,1,1,3/11/2025 21:07,3/11/2025 23:30,111,321,950,0,0,2,0,204,
968,25030182,3,177,1,1,1,1,3/12/2025 10:20,3/12/2025 11:56,111,92,2100,0,0,0,2,0,
1345,25030440,3,246,1,1,1,1,3/20/2025 14:42,3/20/2025 16:23,111,304,900,4,0,8,0,202,
1386,25030505,3,258,1,1,1,1,3/20/2025 21:31,3/20/2025 22:31,111,"1,079",1780,3,0,5,0,961,
1388,25030507,3,259,1,1,1,1,3/20/2025 21:34,3/20/2025 23:14,111,961,1780,3,0,5,0,843,
1559,25030763,3,290,1,1,1,1,3/25/2025 10:35,3/25/2025 13:08,111,566,1600,0,0,0,0,412,
1655,25030793,3,311,1,1,1,1,3/26/2025 16:08,3/26/2025 18:30,111,620,900,2,2,10,0,495,
1705,25030782,3,323,1,1,1,1,3/27/2025 10:27,3/27/2025 12:33,111,658,910,1,0,6,3,552,
1808,25030891,3,340,1,1,1,1,3/29/2025 16:08,3/29/2025 17:51,111,121,1700,0,0,0,0,10,
1814,25030893,3,342,1,1,1,1,3/29/2025 17:37,3/29/2025 19:21,111,536,1700,0,0,0,0,392,
996,25030139,3,69,1,1,1,1,3/13/2025 7:02,3/13/2025 9:52,112,199,2250,1,0,3,0,77,
1647,25030789,3,309,1,1,1,1,3/26/2025 14:29,3/26/2025 17:16,112,196,930,2,1,5,0,84,
1649,25030789,3,309,1,1,1,1,3/26/2025 14:33,3/26/2025 16:25,112,196,930,2,1,5,0,84,
1806,25030879,3,339,1,1,1,1,3/29/2025 15:18,3/29/2025 18:10,112,233,1700,0,0,2,0,121,
1836,25030889,3,346,1,1,1,1,3/29/2025 21:10,3/29/2025 22:32,112,169,1900,0,0,2,3,33,
1348,25030479,5,249,1,1,1,1,3/20/2025 14:57,3/20/2025 17:29,112,300,900,0,0,0,0,183,
265,25020422,3,63,1,1,1,1,2/19/2025 15:51,2/19/2025 18:41,113,371,"1,500",2,0,5,0,258,
671,25020698,3,120,1,1,1,1,3/5/2025 9:25,3/5/2025 12:16,113,854,2570,4,1,8,0,732,
1068,25030230,3,185,1,1,1,1,3/14/2025 19:04,3/14/2025 20:31,113,648,950,0,0,3,0,532,
1070,25030231,3,186,1,1,1,1,3/14/2025 19:47,3/14/2025 22:22,113,532,950,0,0,3,0,416,
1378,25030443,3,255,1,1,1,1,3/20/2025 19:29,3/20/2025 20:38,113,101,900,3,1,10,3,0,
1403,25030491,3,260,1,1,1,1,3/21/2025 8:51,3/21/2025 10:33,113,863,2530,3,1,6,0,744,
1775,25030877,3,335,1,1,1,1,3/28/2025 21:53,3/29/2025 0:12,113,479,1700,2,0,2,0,349,
221,25020241,3,49,1,1,1,1,2/18/2025 15:55,2/18/2025 18:19,114,948,"2,600",3,1,10,0,825,
643,25020809,3,112,1,1,1,1,3/4/2025 15:21,3/4/2025 16:49,114,1109,1750,3,1,10,4,995,
645,25020810,3,113,1,1,1,1,3/4/2025 15:50,3/4/2025 17:39,114,995,1880,0,0,0,0,873,
647,25020811,3,114,1,1,1,1,3/4/2025 16:10,3/4/2025 18:06,114,873,1880,0,0,0,0,751,
867,25030164,3,155,1,1,1,1,3/10/2025 7:55,3/10/2025 9:21,114,656,1230,0,0,0,0,534,
869,25030165,3,156,1,1,1,1,3/10/2025 7:58,3/10/2025 9:28,114,534,1230,0,0,0,0,413,
1313,25030438,3,236,1,1,1,1,3/19/2025 21:33,3/19/2025 23:46,114,171,1230,0,0,0,0,0,
1380,25030524,3,256,1,1,1,1,3/20/2025 21:18,3/20/2025 22:33,114,162,1780,4,1,10,0,43,
93,25020215,5,21,1,1,1,1,2/14/2025 16:28,2/14/2025 18:08,114,407,"1,200",0,0,0,0,0,
